DATE_KEY,FULL_DATE,YEAR,QUARTER,MONTH_NUM,MONTH_NAME,MONTH_YEAR,WEEK_OF_YEAR,DAY_OF_MONTH,DAY_NAME,IS_WEEKEND
20240101,2024-01-01,2024,Q1,1,January,Jan 2024,1,1,Monday,False
20240102,2024-01-02,2024,Q1,1,January,Jan 2024,1,2,Tuesday,False
20240103,2024-01-03,2024,Q1,1,January,Jan 2024,1,3,Wednesday,False
20240104,2024-01-04,2024,Q1,1,January,Jan 2024,1,4,Thursday,False
20240105,2024-01-05,2024,Q1,1,January,Jan 2024,1,5,Friday,False
20240106,2024-01-06,2024,Q1,1,January,Jan 2024,1,6,Saturday,True
20240107,2024-01-07,2024,Q1,1,January,Jan 2024,1,7,Sunday,True
20240108,2024-01-08,2024,Q1,1,January,Jan 2024,2,8,Monday,False
20240109,2024-01-09,2024,Q1,1,January,Jan 2024,2,9,Tuesday,False
20240110,2024-01-10,2024,Q1,1,January,Jan 2024,2,10,Wednesday,False
20240111,2024-01-11,2024,Q1,1,January,Jan 2024,2,11,Thursday,False
20240112,2024-01-12,2024,Q1,1,January,Jan 2024,2,12,Friday,False
20240113,2024-01-13,2024,Q1,1,January,Jan 2024,2,13,Saturday,True
20240114,2024-01-14,2024,Q1,1,January,Jan 2024,2,14,Sunday,True
20240115,2024-01-15,2024,Q1,1,January,Jan 2024,3,15,Monday,False
20240116,2024-01-16,2024,Q1,1,January,Jan 2024,3,16,Tuesday,False
20240117,2024-01-17,2024,Q1,1,January,Jan 2024,3,17,Wednesday,False
20240118,2024-01-18,2024,Q1,1,January,Jan 2024,3,18,Thursday,False
20240119,2024-01-19,2024,Q1,1,January,Jan 2024,3,19,Friday,False
20240120,2024-01-20,2024,Q1,1,January,Jan 2024,3,20,Saturday,True
20240121,2024-01-21,2024,Q1,1,January,Jan 2024,3,21,Sunday,True
20240122,2024-01-22,2024,Q1,1,January,Jan 2024,4,22,Monday,False
20240123,2024-01-23,2024,Q1,1,January,Jan 2024,4,23,Tuesday,False
20240124,2024-01-24,2024,Q1,1,January,Jan 2024,4,24,Wednesday,False
20240125,2024-01-25,2024,Q1,1,January,Jan 2024,4,25,Thursday,False
20240126,2024-01-26,2024,Q1,1,January,Jan 2024,4,26,Friday,False
20240127,2024-01-27,2024,Q1,1,January,Jan 2024,4,27,Saturday,True
20240128,2024-01-28,2024,Q1,1,January,Jan 2024,4,28,Sunday,True
20240129,2024-01-29,2024,Q1,1,January,Jan 2024,5,29,Monday,False
20240130,2024-01-30,2024,Q1,1,January,Jan 2024,5,30,Tuesday,False
20240131,2024-01-31,2024,Q1,1,January,Jan 2024,5,31,Wednesday,False
20240201,2024-02-01,2024,Q1,2,February,Feb 2024,5,1,Thursday,False
20240202,2024-02-02,2024,Q1,2,February,Feb 2024,5,2,Friday,False
20240203,2024-02-03,2024,Q1,2,February,Feb 2024,5,3,Saturday,True
20240204,2024-02-04,2024,Q1,2,February,Feb 2024,5,4,Sunday,True
20240205,2024-02-05,2024,Q1,2,February,Feb 2024,6,5,Monday,False
20240206,2024-02-06,2024,Q1,2,February,Feb 2024,6,6,Tuesday,False
20240207,2024-02-07,2024,Q1,2,February,Feb 2024,6,7,Wednesday,False
20240208,2024-02-08,2024,Q1,2,February,Feb 2024,6,8,Thursday,False
20240209,2024-02-09,2024,Q1,2,February,Feb 2024,6,9,Friday,False
20240210,2024-02-10,2024,Q1,2,February,Feb 2024,6,10,Saturday,True
20240211,2024-02-11,2024,Q1,2,February,Feb 2024,6,11,Sunday,True
20240212,2024-02-12,2024,Q1,2,February,Feb 2024,7,12,Monday,False
20240213,2024-02-13,2024,Q1,2,February,Feb 2024,7,13,Tuesday,False
20240214,2024-02-14,2024,Q1,2,February,Feb 2024,7,14,Wednesday,False
20240215,2024-02-15,2024,Q1,2,February,Feb 2024,7,15,Thursday,False
20240216,2024-02-16,2024,Q1,2,February,Feb 2024,7,16,Friday,False
20240217,2024-02-17,2024,Q1,2,February,Feb 2024,7,17,Saturday,True
20240218,2024-02-18,2024,Q1,2,February,Feb 2024,7,18,Sunday,True
20240219,2024-02-19,2024,Q1,2,February,Feb 2024,8,19,Monday,False
20240220,2024-02-20,2024,Q1,2,February,Feb 2024,8,20,Tuesday,False
20240221,2024-02-21,2024,Q1,2,February,Feb 2024,8,21,Wednesday,False
20240222,2024-02-22,2024,Q1,2,February,Feb 2024,8,22,Thursday,False
20240223,2024-02-23,2024,Q1,2,February,Feb 2024,8,23,Friday,False
20240224,2024-02-24,2024,Q1,2,February,Feb 2024,8,24,Saturday,True
20240225,2024-02-25,2024,Q1,2,February,Feb 2024,8,25,Sunday,True
20240226,2024-02-26,2024,Q1,2,February,Feb 2024,9,26,Monday,False
20240227,2024-02-27,2024,Q1,2,February,Feb 2024,9,27,Tuesday,False
20240228,2024-02-28,2024,Q1,2,February,Feb 2024,9,28,Wednesday,False
20240229,2024-02-29,2024,Q1,2,February,Feb 2024,9,29,Thursday,False
20240301,2024-03-01,2024,Q1,3,March,Mar 2024,9,1,Friday,False
20240302,2024-03-02,2024,Q1,3,March,Mar 2024,9,2,Saturday,True
20240303,2024-03-03,2024,Q1,3,March,Mar 2024,9,3,Sunday,True
20240304,2024-03-04,2024,Q1,3,March,Mar 2024,10,4,Monday,False
20240305,2024-03-05,2024,Q1,3,March,Mar 2024,10,5,Tuesday,False
20240306,2024-03-06,2024,Q1,3,March,Mar 2024,10,6,Wednesday,False
20240307,2024-03-07,2024,Q1,3,March,Mar 2024,10,7,Thursday,False
20240308,2024-03-08,2024,Q1,3,March,Mar 2024,10,8,Friday,False
20240309,2024-03-09,2024,Q1,3,March,Mar 2024,10,9,Saturday,True
20240310,2024-03-10,2024,Q1,3,March,Mar 2024,10,10,Sunday,True
20240311,2024-03-11,2024,Q1,3,March,Mar 2024,11,11,Monday,False
20240312,2024-03-12,2024,Q1,3,March,Mar 2024,11,12,Tuesday,False
20240313,2024-03-13,2024,Q1,3,March,Mar 2024,11,13,Wednesday,False
20240314,2024-03-14,2024,Q1,3,March,Mar 2024,11,14,Thursday,False
20240315,2024-03-15,2024,Q1,3,March,Mar 2024,11,15,Friday,False
20240316,2024-03-16,2024,Q1,3,March,Mar 2024,11,16,Saturday,True
20240317,2024-03-17,2024,Q1,3,March,Mar 2024,11,17,Sunday,True
20240318,2024-03-18,2024,Q1,3,March,Mar 2024,12,18,Monday,False
20240319,2024-03-19,2024,Q1,3,March,Mar 2024,12,19,Tuesday,False
20240320,2024-03-20,2024,Q1,3,March,Mar 2024,12,20,Wednesday,False
20240321,2024-03-21,2024,Q1,3,March,Mar 2024,12,21,Thursday,False
20240322,2024-03-22,2024,Q1,3,March,Mar 2024,12,22,Friday,False
20240323,2024-03-23,2024,Q1,3,March,Mar 2024,12,23,Saturday,True
20240324,2024-03-24,2024,Q1,3,March,Mar 2024,12,24,Sunday,True
20240325,2024-03-25,2024,Q1,3,March,Mar 2024,13,25,Monday,False
20240326,2024-03-26,2024,Q1,3,March,Mar 2024,13,26,Tuesday,False
20240327,2024-03-27,2024,Q1,3,March,Mar 2024,13,27,Wednesday,False
20240328,2024-03-28,2024,Q1,3,March,Mar 2024,13,28,Thursday,False
20240329,2024-03-29,2024,Q1,3,March,Mar 2024,13,29,Friday,False
20240330,2024-03-30,2024,Q1,3,March,Mar 2024,13,30,Saturday,True
20240331,2024-03-31,2024,Q1,3,March,Mar 2024,13,31,Sunday,True
20240401,2024-04-01,2024,Q2,4,April,Apr 2024,14,1,Monday,False
20240402,2024-04-02,2024,Q2,4,April,Apr 2024,14,2,Tuesday,False
20240403,2024-04-03,2024,Q2,4,April,Apr 2024,14,3,Wednesday,False
20240404,2024-04-04,2024,Q2,4,April,Apr 2024,14,4,Thursday,False
20240405,2024-04-05,2024,Q2,4,April,Apr 2024,14,5,Friday,False
20240406,2024-04-06,2024,Q2,4,April,Apr 2024,14,6,Saturday,True
20240407,2024-04-07,2024,Q2,4,April,Apr 2024,14,7,Sunday,True
20240408,2024-04-08,2024,Q2,4,April,Apr 2024,15,8,Monday,False
20240409,2024-04-09,2024,Q2,4,April,Apr 2024,15,9,Tuesday,False
20240410,2024-04-10,2024,Q2,4,April,Apr 2024,15,10,Wednesday,False
20240411,2024-04-11,2024,Q2,4,April,Apr 2024,15,11,Thursday,False
20240412,2024-04-12,2024,Q2,4,April,Apr 2024,15,12,Friday,False
20240413,2024-04-13,2024,Q2,4,April,Apr 2024,15,13,Saturday,True
20240414,2024-04-14,2024,Q2,4,April,Apr 2024,15,14,Sunday,True
20240415,2024-04-15,2024,Q2,4,April,Apr 2024,16,15,Monday,False
20240416,2024-04-16,2024,Q2,4,April,Apr 2024,16,16,Tuesday,False
20240417,2024-04-17,2024,Q2,4,April,Apr 2024,16,17,Wednesday,False
20240418,2024-04-18,2024,Q2,4,April,Apr 2024,16,18,Thursday,False
20240419,2024-04-19,2024,Q2,4,April,Apr 2024,16,19,Friday,False
20240420,2024-04-20,2024,Q2,4,April,Apr 2024,16,20,Saturday,True
20240421,2024-04-21,2024,Q2,4,April,Apr 2024,16,21,Sunday,True
20240422,2024-04-22,2024,Q2,4,April,Apr 2024,17,22,Monday,False
20240423,2024-04-23,2024,Q2,4,April,Apr 2024,17,23,Tuesday,False
20240424,2024-04-24,2024,Q2,4,April,Apr 2024,17,24,Wednesday,False
20240425,2024-04-25,2024,Q2,4,April,Apr 2024,17,25,Thursday,False
20240426,2024-04-26,2024,Q2,4,April,Apr 2024,17,26,Friday,False
20240427,2024-04-27,2024,Q2,4,April,Apr 2024,17,27,Saturday,True
20240428,2024-04-28,2024,Q2,4,April,Apr 2024,17,28,Sunday,True
20240429,2024-04-29,2024,Q2,4,April,Apr 2024,18,29,Monday,False
20240430,2024-04-30,2024,Q2,4,April,Apr 2024,18,30,Tuesday,False
20240501,2024-05-01,2024,Q2,5,May,May 2024,18,1,Wednesday,False
20240502,2024-05-02,2024,Q2,5,May,May 2024,18,2,Thursday,False
20240503,2024-05-03,2024,Q2,5,May,May 2024,18,3,Friday,False
20240504,2024-05-04,2024,Q2,5,May,May 2024,18,4,Saturday,True
20240505,2024-05-05,2024,Q2,5,May,May 2024,18,5,Sunday,True
20240506,2024-05-06,2024,Q2,5,May,May 2024,19,6,Monday,False
20240507,2024-05-07,2024,Q2,5,May,May 2024,19,7,Tuesday,False
20240508,2024-05-08,2024,Q2,5,May,May 2024,19,8,Wednesday,False
20240509,2024-05-09,2024,Q2,5,May,May 2024,19,9,Thursday,False
20240510,2024-05-10,2024,Q2,5,May,May 2024,19,10,Friday,False
20240511,2024-05-11,2024,Q2,5,May,May 2024,19,11,Saturday,True
20240512,2024-05-12,2024,Q2,5,May,May 2024,19,12,Sunday,True
20240513,2024-05-13,2024,Q2,5,May,May 2024,20,13,Monday,False
20240514,2024-05-14,2024,Q2,5,May,May 2024,20,14,Tuesday,False
20240515,2024-05-15,2024,Q2,5,May,May 2024,20,15,Wednesday,False
20240516,2024-05-16,2024,Q2,5,May,May 2024,20,16,Thursday,False
20240517,2024-05-17,2024,Q2,5,May,May 2024,20,17,Friday,False
20240518,2024-05-18,2024,Q2,5,May,May 2024,20,18,Saturday,True
20240519,2024-05-19,2024,Q2,5,May,May 2024,20,19,Sunday,True
20240520,2024-05-20,2024,Q2,5,May,May 2024,21,20,Monday,False
20240521,2024-05-21,2024,Q2,5,May,May 2024,21,21,Tuesday,False
20240522,2024-05-22,2024,Q2,5,May,May 2024,21,22,Wednesday,False
20240523,2024-05-23,2024,Q2,5,May,May 2024,21,23,Thursday,False
20240524,2024-05-24,2024,Q2,5,May,May 2024,21,24,Friday,False
20240525,2024-05-25,2024,Q2,5,May,May 2024,21,25,Saturday,True
20240526,2024-05-26,2024,Q2,5,May,May 2024,21,26,Sunday,True
20240527,2024-05-27,2024,Q2,5,May,May 2024,22,27,Monday,False
20240528,2024-05-28,2024,Q2,5,May,May 2024,22,28,Tuesday,False
20240529,2024-05-29,2024,Q2,5,May,May 2024,22,29,Wednesday,False
20240530,2024-05-30,2024,Q2,5,May,May 2024,22,30,Thursday,False
20240531,2024-05-31,2024,Q2,5,May,May 2024,22,31,Friday,False
20240601,2024-06-01,2024,Q2,6,June,Jun 2024,22,1,Saturday,True
20240602,2024-06-02,2024,Q2,6,June,Jun 2024,22,2,Sunday,True
20240603,2024-06-03,2024,Q2,6,June,Jun 2024,23,3,Monday,False
20240604,2024-06-04,2024,Q2,6,June,Jun 2024,23,4,Tuesday,False
20240605,2024-06-05,2024,Q2,6,June,Jun 2024,23,5,Wednesday,False
20240606,2024-06-06,2024,Q2,6,June,Jun 2024,23,6,Thursday,False
20240607,2024-06-07,2024,Q2,6,June,Jun 2024,23,7,Friday,False
20240608,2024-06-08,2024,Q2,6,June,Jun 2024,23,8,Saturday,True
20240609,2024-06-09,2024,Q2,6,June,Jun 2024,23,9,Sunday,True
20240610,2024-06-10,2024,Q2,6,June,Jun 2024,24,10,Monday,False
20240611,2024-06-11,2024,Q2,6,June,Jun 2024,24,11,Tuesday,False
20240612,2024-06-12,2024,Q2,6,June,Jun 2024,24,12,Wednesday,False
20240613,2024-06-13,2024,Q2,6,June,Jun 2024,24,13,Thursday,False
20240614,2024-06-14,2024,Q2,6,June,Jun 2024,24,14,Friday,False
20240615,2024-06-15,2024,Q2,6,June,Jun 2024,24,15,Saturday,True
20240616,2024-06-16,2024,Q2,6,June,Jun 2024,24,16,Sunday,True
20240617,2024-06-17,2024,Q2,6,June,Jun 2024,25,17,Monday,False
20240618,2024-06-18,2024,Q2,6,June,Jun 2024,25,18,Tuesday,False
20240619,2024-06-19,2024,Q2,6,June,Jun 2024,25,19,Wednesday,False
20240620,2024-06-20,2024,Q2,6,June,Jun 2024,25,20,Thursday,False
20240621,2024-06-21,2024,Q2,6,June,Jun 2024,25,21,Friday,False
20240622,2024-06-22,2024,Q2,6,June,Jun 2024,25,22,Saturday,True
20240623,2024-06-23,2024,Q2,6,June,Jun 2024,25,23,Sunday,True
20240624,2024-06-24,2024,Q2,6,June,Jun 2024,26,24,Monday,False
20240625,2024-06-25,2024,Q2,6,June,Jun 2024,26,25,Tuesday,False
20240626,2024-06-26,2024,Q2,6,June,Jun 2024,26,26,Wednesday,False
20240627,2024-06-27,2024,Q2,6,June,Jun 2024,26,27,Thursday,False
20240628,2024-06-28,2024,Q2,6,June,Jun 2024,26,28,Friday,False
20240629,2024-06-29,2024,Q2,6,June,Jun 2024,26,29,Saturday,True
20240630,2024-06-30,2024,Q2,6,June,Jun 2024,26,30,Sunday,True
20240701,2024-07-01,2024,Q3,7,July,Jul 2024,27,1,Monday,False
20240702,2024-07-02,2024,Q3,7,July,Jul 2024,27,2,Tuesday,False
20240703,2024-07-03,2024,Q3,7,July,Jul 2024,27,3,Wednesday,False
20240704,2024-07-04,2024,Q3,7,July,Jul 2024,27,4,Thursday,False
20240705,2024-07-05,2024,Q3,7,July,Jul 2024,27,5,Friday,False
20240706,2024-07-06,2024,Q3,7,July,Jul 2024,27,6,Saturday,True
20240707,2024-07-07,2024,Q3,7,July,Jul 2024,27,7,Sunday,True
20240708,2024-07-08,2024,Q3,7,July,Jul 2024,28,8,Monday,False
20240709,2024-07-09,2024,Q3,7,July,Jul 2024,28,9,Tuesday,False
20240710,2024-07-10,2024,Q3,7,July,Jul 2024,28,10,Wednesday,False
20240711,2024-07-11,2024,Q3,7,July,Jul 2024,28,11,Thursday,False
20240712,2024-07-12,2024,Q3,7,July,Jul 2024,28,12,Friday,False
20240713,2024-07-13,2024,Q3,7,July,Jul 2024,28,13,Saturday,True
20240714,2024-07-14,2024,Q3,7,July,Jul 2024,28,14,Sunday,True
20240715,2024-07-15,2024,Q3,7,July,Jul 2024,29,15,Monday,False
20240716,2024-07-16,2024,Q3,7,July,Jul 2024,29,16,Tuesday,False
20240717,2024-07-17,2024,Q3,7,July,Jul 2024,29,17,Wednesday,False
20240718,2024-07-18,2024,Q3,7,July,Jul 2024,29,18,Thursday,False
20240719,2024-07-19,2024,Q3,7,July,Jul 2024,29,19,Friday,False
20240720,2024-07-20,2024,Q3,7,July,Jul 2024,29,20,Saturday,True
20240721,2024-07-21,2024,Q3,7,July,Jul 2024,29,21,Sunday,True
20240722,2024-07-22,2024,Q3,7,July,Jul 2024,30,22,Monday,False
20240723,2024-07-23,2024,Q3,7,July,Jul 2024,30,23,Tuesday,False
20240724,2024-07-24,2024,Q3,7,July,Jul 2024,30,24,Wednesday,False
20240725,2024-07-25,2024,Q3,7,July,Jul 2024,30,25,Thursday,False
20240726,2024-07-26,2024,Q3,7,July,Jul 2024,30,26,Friday,False
20240727,2024-07-27,2024,Q3,7,July,Jul 2024,30,27,Saturday,True
20240728,2024-07-28,2024,Q3,7,July,Jul 2024,30,28,Sunday,True
20240729,2024-07-29,2024,Q3,7,July,Jul 2024,31,29,Monday,False
20240730,2024-07-30,2024,Q3,7,July,Jul 2024,31,30,Tuesday,False
20240731,2024-07-31,2024,Q3,7,July,Jul 2024,31,31,Wednesday,False
20240801,2024-08-01,2024,Q3,8,August,Aug 2024,31,1,Thursday,False
20240802,2024-08-02,2024,Q3,8,August,Aug 2024,31,2,Friday,False
20240803,2024-08-03,2024,Q3,8,August,Aug 2024,31,3,Saturday,True
20240804,2024-08-04,2024,Q3,8,August,Aug 2024,31,4,Sunday,True
20240805,2024-08-05,2024,Q3,8,August,Aug 2024,32,5,Monday,False
20240806,2024-08-06,2024,Q3,8,August,Aug 2024,32,6,Tuesday,False
20240807,2024-08-07,2024,Q3,8,August,Aug 2024,32,7,Wednesday,False
20240808,2024-08-08,2024,Q3,8,August,Aug 2024,32,8,Thursday,False
20240809,2024-08-09,2024,Q3,8,August,Aug 2024,32,9,Friday,False
20240810,2024-08-10,2024,Q3,8,August,Aug 2024,32,10,Saturday,True
20240811,2024-08-11,2024,Q3,8,August,Aug 2024,32,11,Sunday,True
20240812,2024-08-12,2024,Q3,8,August,Aug 2024,33,12,Monday,False
20240813,2024-08-13,2024,Q3,8,August,Aug 2024,33,13,Tuesday,False
20240814,2024-08-14,2024,Q3,8,August,Aug 2024,33,14,Wednesday,False
20240815,2024-08-15,2024,Q3,8,August,Aug 2024,33,15,Thursday,False
20240816,2024-08-16,2024,Q3,8,August,Aug 2024,33,16,Friday,False
20240817,2024-08-17,2024,Q3,8,August,Aug 2024,33,17,Saturday,True
20240818,2024-08-18,2024,Q3,8,August,Aug 2024,33,18,Sunday,True
20240819,2024-08-19,2024,Q3,8,August,Aug 2024,34,19,Monday,False
20240820,2024-08-20,2024,Q3,8,August,Aug 2024,34,20,Tuesday,False
20240821,2024-08-21,2024,Q3,8,August,Aug 2024,34,21,Wednesday,False
20240822,2024-08-22,2024,Q3,8,August,Aug 2024,34,22,Thursday,False
20240823,2024-08-23,2024,Q3,8,August,Aug 2024,34,23,Friday,False
20240824,2024-08-24,2024,Q3,8,August,Aug 2024,34,24,Saturday,True
20240825,2024-08-25,2024,Q3,8,August,Aug 2024,34,25,Sunday,True
20240826,2024-08-26,2024,Q3,8,August,Aug 2024,35,26,Monday,False
20240827,2024-08-27,2024,Q3,8,August,Aug 2024,35,27,Tuesday,False
20240828,2024-08-28,2024,Q3,8,August,Aug 2024,35,28,Wednesday,False
20240829,2024-08-29,2024,Q3,8,August,Aug 2024,35,29,Thursday,False
20240830,2024-08-30,2024,Q3,8,August,Aug 2024,35,30,Friday,False
20240831,2024-08-31,2024,Q3,8,August,Aug 2024,35,31,Saturday,True
20240901,2024-09-01,2024,Q3,9,September,Sep 2024,35,1,Sunday,True
20240902,2024-09-02,2024,Q3,9,September,Sep 2024,36,2,Monday,False
20240903,2024-09-03,2024,Q3,9,September,Sep 2024,36,3,Tuesday,False
